CTRY,PCU,is_active,usertype,x_lon,y_lat,OA,RGN,WPZ,PCS
ENG,EC2V6BN,1,1,-0.09588,51.515635,E00000007,E12000007,E33028817,EC2V6
ENG,EC2V6HD,1,0,-0.096439,51.51543,E00000007,E12000007,E33028820,EC2V6
ENG,EC2V6HH,1,0,-0.096277,51.515111,E00000007,E12000007,E33028817,EC2V6
ENG,EC2V6HR,1,0,-0.096284,51.515273,E00000007,E12000007,E33028817,EC2V6
ENG,EC2V8AE,1,0,-0.095919,51.515384,E00000007,E12000007,E33028817,EC2V8
ENG,EC2V8AQ,1,1,-0.095637,51.515595,E00000007,E12000007,E33028817,EC2V8
ENG,EC2Y5AB,1,1,-0.09603,51.517285,E00000007,E12000007,E33028819,EC2Y5
ENG,EC2Y5BD,1,1,-0.09603,51.517285,E00000007,E12000007,E33028819,EC2Y5
ENG,EC2Y5DN,1,0,-0.096032,51.517877,E00000007,E12000007,E33032178,EC2Y5
ENG,EC2Y5EA,1,0,-0.09603,51.517285,E00000007,E12000007,E33028819,EC2Y5
ENG,EC2Y5EB,1,1,-0.09603,51.517285,E00000007,E12000007,E33028819,EC2Y5
ENG,EC2Y5HN,1,1,-0.096093,51.517797,E00000007,E12000007,E33032178,EC2Y5
ENG,EC2Y5JU,1,1,-0.09603,51.517285,E00000007,E12000007,E33028819,EC2Y5
ENG,EC2V5AF,1,1,-0.09281,51.515648,E00000021,E12000007,E33028824,EC2V5
ENG,EC2V5DZ,1,0,-0.091844,51.516759,E00000021,E12000007,E33028824,EC2V5
ENG,EC2V8BL,1,0,-0.093924,51.514515,E00000021,E12000007,E33028825,EC2V8
ENG,EC2Y5AG,1,0,-0.09297,51.518357,E00000021,E12000007,E33028826,EC2Y5
ENG,EC2Y5AP,1,0,-0.094484,51.517672,E00000021,E12000007,E33028827,EC2Y5
ENG,EC2Y5AS,1,0,-0.09392,51.517698,E00000021,E12000007,E33028834,EC2Y5
ENG,EC2Y5AU,1,0,-0.092507,51.517777,E00000021,E12000007,E33028826,EC2Y5
ENG,EC2Y5BL,1,0,-0.094551,51.518187,E00000021,E12000007,E33028834,EC2Y5
ENG,EC2Y5BN,1,0,-0.094462,51.517833,E00000021,E12000007,E33028834,EC2Y5
ENG,EC2Y5DB,1,0,-0.092198,51.51821,E00000021,E12000007,E33028826,EC2Y5
ENG,EC2Y5DE,1,1,-0.09213,51.518128,E00000021,E12000007,E33028826,EC2Y5
ENG,EC2Y5EJ,1,0,-0.090177,51.517943,E00000021,E12000007,E33032176,EC2Y5
ENG,EC2Y5ET,1,0,-0.089828,51.517677,E00000021,E12000007,E33028829,EC2Y5
ENG,EC2V6AA,1,0,-0.097401,51.514751,E00000024,E12000007,E33028855,EC2V6
ENG,EC2V6AG,1,0,-0.095389,51.513945,E00000024,E12000007,E33028836,EC2V6
ENG,EC2V6AH,1,0,-0.095539,51.514211,E00000024,E12000007,E33028846,EC2V6
ENG,EC2V6BJ,1,0,-0.095771,51.51452,E00000024,E12000007,E33028846,EC2V6
ENG,EC2V6BR,1,0,-0.095628,51.514851,E00000024,E12000007,E33028848,EC2V6
ENG,EC2V6BT,1,0,-0.094784,51.514342,E00000024,E12000007,E33028836,EC2V6
ENG,EC2V6DL,1,0,-0.09486,51.514521,E00000024,E12000007,E33028836,EC2V6
ENG,EC2V6ET,1,0,-0.096678,51.51483,E00000024,E12000007,E33028846,EC2V6
ENG,EC2V8AS,1,0,-0.095627,51.515219,E00000024,E12000007,E33028848,EC2V8
ENG,EC4M8AB,1,0,-0.098295,51.514415,E00000024,E12000007,E33028855,EC4M8
ENG,EC4M8AD,1,1,-0.099166,51.51425,E00000024,E12000007,E33028837,EC4M8
ENG,EC4M8AE,1,1,-0.098324,51.513705,E00000024,E12000007,E33028837,EC4M8
ENG,EC4M8AH,1,0,-0.097446,51.512362,E00000024,E12000007,E33028853,EC4M8
ENG,EC4M8AL,1,0,-0.099597,51.513258,E00000024,E12000007,E33028837,EC4M8
ENG,EC4M8AP,1,0,-0.100505,51.513606,E00000024,E12000007,E33028843,EC4M8
ENG,EC4M8AQ,1,0,-0.097472,51.512361,E00000024,E12000007,E33028853,EC4M8
ENG,EC4M8AY,1,0,-0.099841,51.513354,E00000024,E12000007,E33028837,EC4M8
ENG,EC4M8BU,1,0,-0.100251,51.51415,E00000024,E12000007,E33028840,EC4M8
ENG,EC4M8BX,1,1,-0.098912,51.513094,E00000024,E12000007,E33028837,EC4M8
ENG,EC4M8EN,1,0,-0.097452,51.512513,E00000024,E12000007,E33028853,EC4M8
ENG,EC4V3AL,1,1,-0.099387,51.511025,E00000024,E12000007,E33028850,EC4V3
ENG,EC4V3DB,1,1,-0.101918,51.511497,E00000024,E12000007,E33028850,EC4V3
ENG,EC4V3DS,1,0,-0.101906,51.511794,E00000024,E12000007,E33028844,EC4V3
ENG,EC4V4AA,1,1,-0.101609,51.511996,E00000024,E12000007,E33028844,EC4V4
ENG,EC4V4AN,1,1,-0.102519,51.512289,E00000024,E12000007,E33028849,EC4V4
ENG,EC4V4BF,1,0,-0.102519,51.512289,E00000024,E12000007,E33028849,EC4V4
ENG,EC4V4BQ,1,0,-0.100475,51.511897,E00000024,E12000007,E33028844,EC4V4
ENG,EC4V4BT,1,1,-0.098702,51.512237,E00000024,E12000007,E33028838,EC4V4
ENG,EC4V4BU,1,1,-0.099887,51.512175,E00000024,E12000007,E33028838,EC4V4
ENG,EC4V4BY,1,0,-0.101541,51.512256,E00000024,E12000007,E33028844,EC4V4
ENG,EC4V4DY,1,0,-0.103532,51.511579,E00000024,E12000007,E33028850,EC4V4
ENG,EC4V4EA,1,0,-0.099941,51.511555,E00000024,E12000007,E33028844,EC4V4
ENG,EC4V4EG,1,0,-0.103916,51.511352,E00000024,E12000007,E33028850,EC4V4
ENG,EC4V4ER,1,0,-0.09923,51.511688,E00000024,E12000007,E33028844,EC4V4
ENG,EC4V4LA,1,1,-0.102519,51.512289,E00000024,E12000007,E33028849,EC4V4
ENG,EC4V4QQ,1,1,-0.102519,51.512289,E00000024,E12000007,E33028849,EC4V4
ENG,EC4V6BJ,1,0,-0.104035,51.512658,E00000024,E12000007,E33028847,EC4V6
ENG,EC4V6BW,1,0,-0.104024,51.512835,E00000024,E12000007,E33028857,EC4V6
ENG,EC4V6DE,1,0,-0.10211,51.513479,E00000024,E12000007,E33028858,EC4V6
ENG,EC4V6DR,1,0,-0.102011,51.513414,E00000024,E12000007,E33028858,EC4V6
ENG,EC4V6DU,1,0,-0.102614,51.513469,E00000024,E12000007,E33028839,EC4V6
ENG,EC4V6DX,1,0,-0.102741,51.513275,E00000024,E12000007,E33028839,EC4V6
ENG,EC4V6DY,1,0,-0.102895,51.513395,E00000024,E12000007,E33028839,EC4V6
ENG,EC4V6EB,1,0,-0.103196,51.513002,E00000024,E12000007,E33028857,EC4V6
ENG,EC4V6EJ,1,1,-0.102912,51.512889,E00000024,E12000007,E33028857,EC4V6
ENG,EC4V6EL,1,1,-0.102912,51.512889,E00000024,E12000007,E33028857,EC4V6
ENG,EC4V6EP,1,0,-0.103277,51.513212,E00000024,E12000007,E33028857,EC4V6
ENG,EC4V6ER,1,0,-0.103419,51.512835,E00000024,E12000007,E33028857,EC4V6
ENG,EC4V6JA,1,1,-0.103999,51.513529,E00000024,E12000007,E33028857,EC4V6
ENG,EC4V6JJ,1,0,-0.104029,51.513411,E00000024,E12000007,E33028857,EC4V6
ENG,EC4V6LB,1,1,-0.10252,51.513665,E00000024,E12000007,E33028839,EC4V6
ENG,EC4V6RN,1,0,-0.103068,51.513647,E00000024,E12000007,E33028839,EC4V6
ENG,EC4A1BR,1,0,-0.109496,51.514778,E00000025,E12000007,E33028868,EC4A1
ENG,EC4A1BW,1,0,-0.109218,51.51514,E00000025,E12000007,E33028894,EC4A1
ENG,EC4A3BG,1,0,-0.108558,51.515067,E00000025,E12000007,E33028894,EC4A3
ENG,EC4A3BY,1,0,-0.1073,51.514554,E00000025,E12000007,E33028892,EC4A3
ENG,EC4A3DA,1,1,-0.107876,51.514554,E00000025,E12000007,E33028866,EC4A3
ENG,EC4A3DE,1,0,-0.107791,51.515153,E00000025,E12000007,E33028894,EC4A3
ENG,EC4A3DG,1,0,-0.107536,51.51505,E00000025,E12000007,E33028859,EC4A3
ENG,EC4A3DL,1,0,-0.107446,51.514419,E00000025,E12000007,E33028874,EC4A3
ENG,EC4A3DQ,1,0,-0.107922,51.51476,E00000025,E12000007,E33028866,EC4A3
ENG,EC4A3DW,1,0,-0.107789,51.514857,E00000025,E12000007,E33028892,EC4A3
ENG,EC4A3EA,1,0,-0.108378,51.514902,E00000025,E12000007,E33028894,EC4A3
ENG,EC4A3EB,1,0,-0.108849,51.514723,E00000025,E12000007,E33028868,EC4A3
ENG,EC4A3EF,1,0,-0.10871,51.514889,E00000025,E12000007,E33028894,EC4A3
ENG,EC4A3JR,1,0,-0.106583,51.51544,E00000025,E12000007,E33028859,EC4A3
ENG,EC4A3TR,1,1,-0.106683,51.51545,E00000025,E12000007,E33028859,EC4A3
ENG,EC4A4AD,1,0,-0.105187,51.515039,E00000025,E12000007,E33028893,EC4A4
ENG,EC4A4AS,1,0,-0.105005,51.514551,E00000025,E12000007,E33028876,EC4A4
ENG,EC4A4AX,1,0,-0.105204,51.514635,E00000025,E12000007,E33028893,EC4A4
ENG,EC4A4BL,1,0,-0.104929,51.515341,E00000025,E12000007,E33028893,EC4A4
ENG,EC4A4TR,1,1,-0.105726,51.515597,E00000025,E12000007,E33028893,EC4A4
ENG,EC4V6AF,1,0,-0.104461,51.513085,E00000025,E12000007,E33028860,EC4V6
ENG,EC4V6AG,1,0,-0.104431,51.512752,E00000025,E12000007,E33028860,EC4V6
ENG,EC4V6AL,1,0,-0.104533,51.513502,E00000025,E12000007,E33028860,EC4V6
ENG,EC4V6AP,1,0,-0.104706,51.513089,E00000025,E12000007,E33028860,EC4V6
ENG,EC4V6AU,1,0,-0.104572,51.512844,E00000025,E12000007,E33028860,EC4V6
ENG,EC4V6AW,1,0,-0.104816,51.512866,E00000025,E12000007,E33028885,EC4V6
ENG,EC4V6DB,1,0,-0.104654,51.512252,E00000025,E12000007,E33028865,EC4V6
ENG,EC4Y0AA,1,0,-0.104841,51.512615,E00000025,E12000007,E33028865,EC4Y0
ENG,EC4Y0AB,1,1,-0.106577,51.511744,E00000025,E12000007,E33028875,EC4Y0
ENG,EC4Y0AF,1,0,-0.105139,51.512451,E00000025,E12000007,E33028875,EC4Y0
ENG,EC4Y0AH,1,0,-0.105165,51.512449,E00000025,E12000007,E33028875,EC4Y0
ENG,EC4Y0AN,1,0,-0.106396,51.511606,E00000025,E12000007,E33028863,EC4Y0
ENG,EC4Y0AY,1,0,-0.106645,51.512628,E00000025,E12000007,E33028873,EC4Y0
ENG,EC4Y0BH,1,0,-0.108328,51.512626,E00000025,E12000007,E33028883,EC4Y0
ENG,EC4Y0BS,1,0,-0.107058,51.511976,E00000025,E12000007,E33028891,EC4Y0
ENG,EC4Y0DA,1,0,-0.108217,51.511833,E00000025,E12000007,E33028880,EC4Y0
ENG,EC4Y0DB,1,0,-0.108217,51.511833,E00000025,E12000007,E33028880,EC4Y0
ENG,EC4Y0DD,1,0,-0.107673,51.512427,E00000025,E12000007,E33028891,EC4Y0
ENG,EC4Y0DF,1,0,-0.10783,51.512123,E00000025,E12000007,E33028891,EC4Y0
ENG,EC4Y0DH,1,1,-0.104941,51.511573,E00000025,E12000007,E33028881,EC4Y0
ENG,EC4Y0DJ,1,0,-0.107199,51.512383,E00000025,E12000007,E33028891,EC4Y0
ENG,EC4Y0DR,1,0,-0.106765,51.511396,E00000025,E12000007,E33028863,EC4Y0
ENG,EC4Y0DS,1,0,-0.107548,51.511348,E00000025,E12000007,E33028870,EC4Y0
ENG,EC4Y0DT,1,0,-0.108316,51.511953,E00000025,E12000007,E33028880,EC4Y0
ENG,EC4Y0DY,1,0,-0.104941,51.511573,E00000025,E12000007,E33028881,EC4Y0
ENG,EC4Y0DZ,1,0,-0.107288,51.511629,E00000025,E12000007,E33028870,EC4Y0
ENG,EC4Y0ES,1,1,-0.108217,51.511833,E00000025,E12000007,E33028880,EC4Y0
ENG,EC4Y0HA,1,0,-0.10821,51.511367,E00000025,E12000007,E33028889,EC4Y0
ENG,EC4Y0HB,1,0,-0.107782,51.511538,E00000025,E12000007,E33028870,EC4Y0
ENG,EC4Y0HP,1,0,-0.108217,51.511833,E00000025,E12000007,E33028880,EC4Y0
ENG,EC4Y0HQ,1,1,-0.104941,51.511573,E00000025,E12000007,E33028881,EC4Y0
ENG,EC4Y0JP,1,1,-0.105932,51.51131,E00000025,E12000007,E33028863,EC4Y0
ENG,EC4Y1AA,1,0,-0.110516,51.513796,E00000025,E12000007,E33028878,EC4Y1
ENG,EC4Y1AE,1,0,-0.106135,51.514074,E00000025,E12000007,E33028879,EC4Y1
ENG,EC4Y1AF,1,0,-0.110995,51.513658,E00000025,E12000007,E33028878,EC4Y1
ENG,EC4Y1AG,1,0,-0.108928,51.513787,E00000025,E12000007,E33028882,EC4Y1
ENG,EC4Y1AU,1,0,-0.111281,51.51369,E00000025,E12000007,E33028878,EC4Y1
ENG,EC4Y1BD,1,1,-0.111819,51.513591,E00000025,E12000007,E33028878,EC4Y1
ENG,EC4Y1BJ,1,0,-0.109195,51.514045,E00000025,E12000007,E33028882,EC4Y1
ENG,EC4Y1BN,1,0,-0.109397,51.514021,E00000025,E12000007,E33028871,EC4Y1
ENG,EC4Y1BP,1,0,-0.109339,51.514029,E00000025,E12000007,E33028871,EC4Y1
ENG,EC4Y1BT,1,0,-0.109772,51.513944,E00000025,E12000007,E33028871,EC4Y1
ENG,EC4Y1BW,1,0,-0.110047,51.513562,E00000025,E12000007,E33028887,EC4Y1
ENG,EC4Y1DG,1,0,-0.105417,51.514,E00000025,E12000007,E33028876,EC4Y1
ENG,EC4Y1DH,1,0,-0.105472,51.514082,E00000025,E12000007,E33028876,EC4Y1
ENG,EC4Y1EL,1,0,-0.106427,51.513989,E00000025,E12000007,E33028872,EC4Y1
ENG,EC4Y1EU,1,0,-0.107201,51.514092,E00000025,E12000007,E33028874,EC4Y1
ENG,EC4Y1HT,1,0,-0.107632,51.514108,E00000025,E12000007,E33028864,EC4Y1
ENG,EC4Y1HY,1,0,-0.106584,51.514102,E00000025,E12000007,E33028872,EC4Y1
ENG,EC4Y1JU,1,0,-0.108555,51.514096,E00000025,E12000007,E33028866,EC4Y1
ENG,EC4Y1PB,1,1,-0.105417,51.514,E00000025,E12000007,E33028876,EC4Y1
ENG,EC4Y8AA,1,0,-0.10632,51.513772,E00000025,E12000007,E33028879,EC4Y8
ENG,EC4Y8AD,1,0,-0.108441,51.513374,E00000025,E12000007,E33028883,EC4Y8
ENG,EC4Y8AE,1,0,-0.106747,51.513646,E00000025,E12000007,E33028872,EC4Y8
ENG,EC4Y8AP,1,0,-0.106317,51.513225,E00000025,E12000007,E33028885,EC4Y8
ENG,EC4Y8AU,1,0,-0.1056,51.513769,E00000025,E12000007,E33028879,EC4Y8
ENG,EC4Y8AX,1,0,-0.108198,51.513667,E00000025,E12000007,E33028864,EC4Y8
ENG,EC4Y8AY,1,0,-0.107856,51.513922,E00000025,E12000007,E33028864,EC4Y8
ENG,EC4Y8BH,1,0,-0.107334,51.513995,E00000025,E12000007,E33028874,EC4Y8
ENG,EC4Y8BQ,1,0,-0.107197,51.513831,E00000025,E12000007,E33028864,EC4Y8
ENG,EC4Y8DB,1,0,-0.108299,51.51401,E00000025,E12000007,E33028866,EC4Y8
ENG,EC4Y8DP,1,0,-0.108161,51.51283,E00000025,E12000007,E33028883,EC4Y8
ENG,EC4Y8EJ,1,0,-0.105425,51.513535,E00000025,E12000007,E33028879,EC4Y8
ENG,EC4Y8EN,1,0,-0.105686,51.513078,E00000025,E12000007,E33028885,EC4Y8
ENG,EC4Y8EQ,1,1,-0.105116,51.513341,E00000025,E12000007,E33028885,EC4Y8
ENG,EC4Y8JD,1,1,-0.105959,51.513442,E00000025,E12000007,E33028879,EC4Y8
ENG,EC4Y8JJ,1,0,-0.106774,51.512981,E00000025,E12000007,E33028873,EC4Y8
ENG,EC4Y9AA,1,0,-0.111405,51.513577,E00000025,E12000007,E33028878,EC4Y9
ENG,EC4Y9AD,1,0,-0.111562,51.513173,E00000025,E12000007,E33028877,EC4Y9
ENG,EC4Y9AH,1,0,-0.111897,51.513097,E00000025,E12000007,E33028877,EC4Y9
ENG,EC4Y9AJ,1,0,-0.112206,51.513014,E00000025,E12000007,E33028888,EC4Y9
ENG,EC4Y9AL,1,0,-0.112135,51.512903,E00000025,E12000007,E33028888,EC4Y9
ENG,EC4Y9AP,1,0,-0.112001,51.512759,E00000025,E12000007,E33028888,EC4Y9
ENG,EC4Y9AR,1,0,-0.111855,51.512719,E00000025,E12000007,E33028888,EC4Y9
ENG,EC4Y9AT,1,1,-0.111085,51.512176,E00000025,E12000007,E33028877,EC4Y9
ENG,EC4Y9AU,1,0,-0.110937,51.511645,E00000025,E12000007,E33028895,EC4Y9
ENG,EC4Y9AY,1,0,-0.110621,51.51153,E00000025,E12000007,E33028895,EC4Y9
ENG,EC4Y9BB,1,0,-0.110659,51.511674,E00000025,E12000007,E33028895,EC4Y9
ENG,EC4Y9BE,1,0,-0.112374,51.5127,E00000025,E12000007,E33028888,EC4Y9
ENG,EC4Y9BJ,1,0,-0.112048,51.512227,E00000025,E12000007,E33028888,EC4Y9
ENG,EC4Y9BL,1,0,-0.111899,51.512083,E00000025,E12000007,E33028895,EC4Y9
ENG,EC4Y9BT,1,1,-0.111024,51.511896,E00000025,E12000007,E33028895,EC4Y9
ENG,EC4Y9BU,1,0,-0.111179,51.51233,E00000025,E12000007,E33028877,EC4Y9
ENG,EC4Y9BY,1,0,-0.111521,51.512776,E00000025,E12000007,E33028877,EC4Y9
ENG,EC4Y9DA,1,0,-0.110854,51.512181,E00000025,E12000007,E33028861,EC4Y9
ENG,EC4Y9DB,1,0,-0.110737,51.511874,E00000025,E12000007,E33028861,EC4Y9
ENG,EC1A2AA,1,0,-0.102498,51.516273,E00000026,E12000007,E33028910,EC1A2
ENG,EC1A2AE,1,0,-0.102683,51.51633,E00000026,E12000007,E33028910,EC1A2
ENG,EC1A2AT,1,0,-0.104006,51.516738,E00000026,E12000007,E33028902,EC1A2
ENG,EC1A2BN,1,0,-0.104733,51.516947,E00000026,E12000007,E33028902,EC1A2
ENG,EC1A2BP,1,0,-0.105345,51.517137,E00000026,E12000007,E33028902,EC1A2
ENG,EC1A2DE,1,1,-0.106076,51.517239,E00000026,E12000007,E33028903,EC1A2
ENG,EC1A2FD,1,0,-0.104206,51.517128,E00000026,E12000007,E33028902,EC1A2
ENG,EC1A2FG,1,0,-0.105773,51.517594,E00000026,E12000007,E33028908,EC1A2
ENG,EC4A1AA,1,0,-0.108813,51.516997,E00000026,E12000007,E33028900,EC4A1
ENG,EC4A1AD,1,1,-0.10941,51.517122,E00000026,E12000007,E33028897,EC4A1
ENG,EC4A1AG,1,0,-0.108979,51.51611,E00000026,E12000007,E33028900,EC4A1
ENG,EC4A1AN,1,0,-0.107917,51.516704,E00000026,E12000007,E33028912,EC4A1
ENG,EC4A1AZ,1,0,-0.1084,51.5168,E00000026,E12000007,E33028900,EC4A1
ENG,EC4A1BD,1,1,-0.10995,51.516618,E00000026,E12000007,E33028905,EC4A1
ENG,EC4A1BE,1,0,-0.10922,51.515437,E00000026,E12000007,E33028914,EC4A1
ENG,EC4A1BG,1,0,-0.108835,51.516467,E00000026,E12000007,E33028900,EC4A1
ENG,EC4A1DE,1,0,-0.108654,51.516588,E00000026,E12000007,E33028900,EC4A1
ENG,EC4A1EN,1,0,-0.10941,51.517122,E00000026,E12000007,E33028897,EC4A1
ENG,EC4A1EP,1,0,-0.109327,51.51668,E00000026,E12000007,E33028900,EC4A1
ENG,EC4A1EQ,1,0,-0.109288,51.517291,E00000026,E12000007,E33028915,EC4A1
ENG,EC4A1GP,1,0,-0.110075,51.516368,E00000026,E12000007,E33028905,EC4A1
ENG,EC4A1JP,1,1,-0.108979,51.51611,E00000026,E12000007,E33028900,EC4A1
ENG,EC4A1JS,1,0,-0.11028,51.516733,E00000026,E12000007,E33028905,EC4A1
ENG,EC4A1LT,1,0,-0.111011,51.516401,E00000026,E12000007,E33028905,EC4A1
ENG,EC4A3AE,1,0,-0.107127,51.516914,E00000026,E12000007,E33028912,EC4A3
ENG,EC4A3AF,1,0,-0.106636,51.516998,E00000026,E12000007,E33028903,EC4A3
ENG,EC4A3AG,1,0,-0.106951,51.516716,E00000026,E12000007,E33028912,EC4A3
ENG,EC4A3AP,1,0,-0.108807,51.515738,E00000026,E12000007,E33028914,EC4A3
ENG,EC4A3AQ,1,1,-0.108535,51.515966,E00000026,E12000007,E33028914,EC4A3
ENG,EC4A3AS,1,0,-0.107784,51.515324,E00000026,E12000007,E33028904,EC4A3
ENG,EC4A3AT,1,0,-0.108535,51.515966,E00000026,E12000007,E33028914,EC4A3
ENG,EC4A3BA,1,0,-0.107695,51.515368,E00000026,E12000007,E33028904,EC4A3
ENG,EC4A3BE,1,0,-0.106622,51.516915,E00000026,E12000007,E33028903,EC4A3
ENG,EC4A3BF,1,0,-0.108437,51.51591,E00000026,E12000007,E33028914,EC4A3
ENG,EC4A3BH,1,0,-0.107552,51.515689,E00000026,E12000007,E33028904,EC4A3
ENG,EC4A3BL,1,0,-0.106212,51.51707,E00000026,E12000007,E33028903,EC4A3
ENG,EC4A3BN,1,0,-0.108253,51.516177,E00000026,E12000007,E33028900,EC4A3
ENG,EC4A3BQ,1,0,-0.106553,51.516159,E00000026,E12000007,E33028906,EC4A3
ENG,EC4A3BT,1,1,-0.107813,51.515657,E00000026,E12000007,E33028904,EC4A3
ENG,EC4A3BZ,1,1,-0.107858,51.515964,E00000026,E12000007,E33028904,EC4A3
ENG,EC4A3DJ,1,1,-0.108437,51.51591,E00000026,E12000007,E33028914,EC4A3
ENG,EC4A3EP,1,1,-0.107406,51.515057,E00000026,E12000007,E33028904,EC4A3
ENG,EC4A3HQ,1,0,-0.107134,51.515783,E00000026,E12000007,E33028904,EC4A3
ENG,EC4A3LX,1,1,-0.108437,51.51591,E00000026,E12000007,E33028914,EC4A3
ENG,EC4A3TW,1,1,-0.108409,51.515541,E00000026,E12000007,E33028914,EC4A3
ENG,EC4A4AB,1,0,-0.104403,51.515595,E00000026,E12000007,E33028906,EC4A4
ENG,EC4A4AF,1,1,-0.104367,51.515683,E00000026,E12000007,E33028906,EC4A4
ENG,EC4A4AH,1,0,-0.105151,51.515967,E00000026,E12000007,E33028906,EC4A4
ENG,EC4A4AJ,1,0,-0.105748,51.516802,E00000026,E12000007,E33028903,EC4A4
ENG,EC4A4AN,1,0,-0.104778,51.516903,E00000026,E12000007,E33028902,EC4A4
ENG,EC4A4AU,1,0,-0.106086,51.516378,E00000026,E12000007,E33028906,EC4A4
ENG,EC4A4BD,1,0,-0.10532,51.517103,E00000026,E12000007,E33028902,EC4A4
ENG,EC4A4HH,1,0,-0.104318,51.516167,E00000026,E12000007,E33028906,EC4A4
ENG,EC4A4HJ,1,0,-0.104252,51.516382,E00000026,E12000007,E33028906,EC4A4
ENG,EC4A4HL,1,0,-0.104277,51.516556,E00000026,E12000007,E33028902,EC4A4
ENG,EC4A4LL,1,0,-0.105428,51.517644,E00000026,E12000007,E33028908,EC4A4
ENG,EC4M5TA,1,1,-0.104342,51.515684,E00000026,E12000007,E33028906,EC4M5
ENG,EC4V6AA,1,0,-0.104576,51.513863,E00000026,E12000007,E33028916,EC4V6
ENG,EC4V6AB,1,0,-0.10455,51.513725,E00000026,E12000007,E33028916,EC4V6
ENG,EC4V6JL,1,0,-0.104138,51.513925,E00000026,E12000007,E33028896,EC4V6
ENG,EC4Y1DE,1,0,-0.104867,51.514072,E00000026,E12000007,E33028916,EC4Y1
ENG,EC4Y8DT,1,0,-0.105017,51.513922,E00000026,E12000007,E33028916,EC4Y8
ENG,EC4Y8DU,1,0,-0.104764,51.513774,E00000026,E12000007,E33028916,EC4Y8
ENG,EC4Y8DX,1,0,-0.105095,51.513788,E00000026,E12000007,E33028916,EC4Y8
ENG,EC4Y8EE,1,0,-0.105086,51.513644,E00000026,E12000007,E33028916,EC4Y8
ENG,EC4Y8JP,1,1,-0.105086,51.513644,E00000026,E12000007,E33028916,EC4Y8
ENG,EC1A2AL,1,1,-0.103327,51.517473,E00000027,E12000007,E33028918,EC1A2
ENG,EC1A2AY,1,0,-0.102878,51.517187,E00000027,E12000007,E33028918,EC1A2
ENG,EC1A2DH,1,0,-0.102676,51.516842,E00000027,E12000007,E33028923,EC1A2
ENG,EC1A2DJ,1,0,-0.102727,51.516996,E00000027,E12000007,E33028923,EC1A2
ENG,EC1A2DP,1,1,-0.102812,51.517051,E00000027,E12000007,E33028918,EC1A2
ENG,EC1A2DQ,1,0,-0.102542,51.516671,E00000027,E12000007,E33028923,EC1A2
ENG,EC1A2EJ,1,0,-0.101981,51.516921,E00000027,E12000007,E33028923,EC1A2
ENG,EC4A1AB,1,0,-0.11058,51.517401,E00000028,E12000007,E33028927,EC4A1
ENG,EC4A1AY,1,1,-0.109677,51.515894,E00000028,E12000007,E33028939,EC4A1
ENG,EC4A1BF,1,0,-0.109946,51.514954,E00000028,E12000007,E33028938,EC4A1
ENG,EC4A1BL,1,0,-0.110673,51.514545,E00000028,E12000007,E33028934,EC4A1
ENG,EC4A1BT,1,0,-0.109834,51.514548,E00000028,E12000007,E33028938,EC4A1
ENG,EC4A1BX,1,0,-0.109901,51.514666,E00000028,E12000007,E33028938,EC4A1
ENG,EC4A1BY,1,0,-0.109901,51.514666,E00000028,E12000007,E33028938,EC4A1
ENG,EC4A1DR,1,0,-0.110099,51.51691,E00000028,E12000007,E33028927,EC4A1
ENG,EC4A1DT,1,0,-0.111296,51.516136,E00000028,E12000007,E33028931,EC4A1
ENG,EC4A1DZ,1,0,-0.110793,51.516166,E00000028,E12000007,E33028939,EC4A1
ENG,EC4A1ES,1,0,-0.109375,51.515954,E00000028,E12000007,E33028939,EC4A1
ENG,EC4A1HL,1,0,-0.111171,51.51635,E00000028,E12000007,E33028939,EC4A1
ENG,EC4A1HP,1,0,-0.110875,51.515916,E00000028,E12000007,E33028939,EC4A1
ENG,EC4A1JQ,1,0,-0.11034,51.517281,E00000028,E12000007,E33028927,EC4A1
ENG,EC4A1LB,1,0,-0.111042,51.516773,E00000028,E12000007,E33028937,EC4A1
ENG,EC4A1LL,1,0,-0.111091,51.516564,E00000028,E12000007,E33028937,EC4A1
ENG,EC4A1LR,1,0,-0.110843,51.516706,E00000028,E12000007,E33028927,EC4A1
ENG,EC4A1NL,1,0,-0.110316,51.51577,E00000028,E12000007,E33028939,EC4A1
ENG,EC3A7AG,1,1,-0.077007,51.51477,E00000029,E12000007,E33028946,EC3A7
ENG,EC3A7AR,1,1,-0.077007,51.51477,E00000029,E12000007,E33028946,EC3A7
ENG,EC3A7AW,1,1,-0.077007,51.51477,E00000029,E12000007,E33028946,EC3A7
ENG,EC3A7BB,1,1,-0.075501,51.514925,E00000029,E12000007,E33028943,EC3A7
ENG,EC3A7BD,1,0,-0.079369,51.515898,E00000029,E12000007,E33028947,EC3A7
ENG,EC3A7BR,1,0,-0.078442,51.515944,E00000029,E12000007,E33028947,EC3A7
ENG,EC3A7BT,1,0,-0.078707,51.515463,E00000029,E12000007,E33028947,EC3A7
ENG,EC3A7BU,1,0,-0.078554,51.515399,E00000029,E12000007,E33028947,EC3A7
ENG,EC3A7BX,1,0,-0.078258,51.515177,E00000029,E12000007,E33032175,EC3A7
ENG,EC3A7DB,1,0,-0.078368,51.515028,E00000029,E12000007,E33028942,EC3A7
