CTRY,PCU,is_active,usertype,x_lon,y_lat,OA,RGN,WPZ,PCS
ENG,L2  8SZ,1,1,-2.993255,53.407502,E00176645,E12000002,E33004558,L2  8
ENG,L2  8TD,1,0,-2.993172,53.406549,E00176645,E12000002,E33004559,L2  8
ENG,L2  8TX,1,0,-2.994346,53.407187,E00176645,E12000002,E33004553,L2  8
ENG,L2  8TZ,1,0,-2.99487,53.407084,E00176645,E12000002,E33004555,L2  8
ENG,L2  8UA,1,0,-2.993885,53.407451,E00176645,E12000002,E33004553,L2  8
ENG,L2  8UD,1,0,-2.993661,53.406869,E00176645,E12000002,E33004555,L2  8
ENG,L2  8US,1,1,-2.992922,53.406786,E00176645,E12000002,E33004553,L2  8
ENG,L2  0PQ,1,0,-2.991082,53.405937,E00176650,E12000002,E33004573,L2  0
ENG,L2  0XJ,1,0,-2.993202,53.405219,E00176650,E12000002,E33004571,L2  0
ENG,L2  4SJ,1,0,-2.989759,53.406631,E00176650,E12000002,E33004575,L2  4
ENG,L2  4TA,1,0,-2.990461,53.406375,E00176650,E12000002,E33004575,L2  4
ENG,L2  4TE,1,0,-2.990149,53.406557,E00176650,E12000002,E33004575,L2  4
ENG,L2  4UQ,1,1,-2.989639,53.406606,E00176650,E12000002,E33004575,L2  4
ENG,L2  7LA,1,0,-2.990777,53.405787,E00176650,E12000002,E33004573,L2  7
ENG,L2  7LQ,1,0,-2.990745,53.405662,E00176650,E12000002,E33004573,L2  7
ENG,L2  7LX,1,0,-2.990781,53.405266,E00176650,E12000002,E33004573,L2  7
ENG,L2  7NE,1,0,-2.991395,53.405162,E00176650,E12000002,E33004573,L2  7
ENG,L2  7NU,1,0,-2.990938,53.404924,E00176650,E12000002,E33004573,L2  7
ENG,L2  7NX,1,0,-2.99134,53.40474,E00176650,E12000002,E33004573,L2  7
ENG,L2  7PQ,1,0,-2.991932,53.404942,E00176650,E12000002,E33004571,L2  7
ENG,L2  7SR,1,0,-2.991641,53.404073,E00176650,E12000002,E33004572,L2  7
ENG,L2  7ZH,1,0,-2.990865,53.404358,E00176650,E12000002,E33004572,L2  7
NIE,BT1 5EA,1,0,-5.93178,54.598761,N00001155,NIE_RGN,N19000387,BT1 5
NIE,BT1 5AA,1,0,-5.930664,54.598796,N00001416,NIE_RGN,N19000543,BT1 5
NIE,BT1 5AB,1,0,-5.930505,54.598263,N00001416,NIE_RGN,N19000449,BT1 5
NIE,BT1 5AD,1,0,-5.930473,54.597984,N00001416,NIE_RGN,N19000435,BT1 5
NIE,BT1 5AE,1,1,-5.930472,54.598299,N00001416,NIE_RGN,N19000449,BT1 5
NIE,BT1 5AG,1,0,-5.930456,54.597696,N00001416,NIE_RGN,N19000435,BT1 5
NIE,BT1 5AW,1,1,-5.931195,54.597781,N00001416,NIE_RGN,N19000446,BT1 5
NIE,BT1 5BA,1,0,-5.929902,54.598855,N00001416,NIE_RGN,N19000449,BT1 5
NIE,BT1 5BB,1,0,-5.929741,54.59808,N00001416,NIE_RGN,N19000449,BT1 5
NIE,BT1 5BN,1,0,-5.928667,54.598187,N00001416,NIE_RGN,N19000418,BT1 5
NIE,BT1 5BU,1,1,-5.92859,54.597584,N00001416,NIE_RGN,N19000418,BT1 5
NIE,BT1 5BY,1,1,-5.929816,54.59782,N00001416,NIE_RGN,N19000449,BT1 5
NIE,BT1 5DA,1,0,-5.928199,54.598574,N00001416,NIE_RGN,N19000419,BT1 5
NIE,BT1 5DB,1,0,-5.929409,54.598514,N00001416,NIE_RGN,N19000449,BT1 5
NIE,BT1 5DF,1,1,-5.928911,54.599179,N00001416,NIE_RGN,N19000428,BT1 5
NIE,BT1 5DG,1,0,-5.929238,54.598826,N00001416,NIE_RGN,N19000428,BT1 5
NIE,BT1 5EB,1,0,-5.931991,54.597651,N00001416,NIE_RGN,N19000425,BT1 5
NIE,BT1 5ED,1,0,-5.931418,54.598566,N00001416,NIE_RGN,N19000543,BT1 5
NIE,BT1 5EE,1,0,-5.931195,54.597781,N00001416,NIE_RGN,N19000446,BT1 5
NIE,BT1 5EF,1,0,-5.931195,54.597781,N00001416,NIE_RGN,N19000446,BT1 5
NIE,BT1 5FB,1,0,-5.931062,54.598569,N00001416,NIE_RGN,N19000543,BT1 5
NIE,BT1 5FE,1,0,-5.931404,54.598225,N00001416,NIE_RGN,N19000446,BT1 5
NIE,BT1 5FF,1,0,-5.931037,54.598156,N00001416,NIE_RGN,N19000446,BT1 5
NIE,BT1 5GA,1,0,-5.92969,54.597558,N00001416,NIE_RGN,N19000418,BT1 5
NIE,BT1 5GB,1,0,-5.931135,54.59743,N00001416,NIE_RGN,N19000435,BT1 5
NIE,BT1 5GS,1,1,-5.930077,54.596639,N00001416,NIE_RGN,N19000418,BT1 5
NIE,BT1 5HB,1,0,-5.928409,54.597176,N00001416,NIE_RGN,N19000413,BT1 5
NIE,BT1 5HD,1,0,-5.928278,54.596707,N00001416,NIE_RGN,N19000413,BT1 5
NIE,BT1 5JA,1,0,-5.928937,54.595918,N00001416,NIE_RGN,N19000433,BT1 5
NIE,BT1 5JD,1,0,-5.930261,54.595743,N00001416,NIE_RGN,N19000438,BT1 5
NIE,BT1 5JH,1,0,-5.931018,54.595783,N00001416,NIE_RGN,N19000427,BT1 5
NIE,BT1 5LD,1,1,-5.93046,54.595801,N00001416,NIE_RGN,N19000438,BT1 5
NIE,BT1 5LR,1,1,-5.928937,54.595918,N00001416,NIE_RGN,N19000433,BT1 5
NIE,BT1 5PS,1,1,-5.93046,54.595801,N00001416,NIE_RGN,N19000438,BT1 5
NIE,BT1 5PT,1,1,-5.93046,54.595801,N00001416,NIE_RGN,N19000438,BT1 5
NIE,BT1 5PY,1,1,-5.93046,54.595801,N00001416,NIE_RGN,N19000438,BT1 5
NIE,BT1 5PZ,1,1,-5.93046,54.595801,N00001416,NIE_RGN,N19000438,BT1 5
NIE,BT1 5UB,1,1,-5.928352,54.596474,N00001416,NIE_RGN,N19000413,BT1 5
NIE,BT1 5WW,1,1,-5.930691,54.595823,N00001416,NIE_RGN,N19000438,BT1 5
NIE,BT1 5WX,1,1,-5.928352,54.596474,N00001416,NIE_RGN,N19000413,BT1 5
NIE,BT1 5YE,1,1,-5.930691,54.595823,N00001416,NIE_RGN,N19000438,BT1 5
SCO,PA626AA,1,0,-5.851487,56.359258,S00094594,SCO_RGN,S34003471,PA626
SCO,PA636AH,1,0,-5.715838,56.381755,S00094594,SCO_RGN,S34003471,PA636
SCO,PA686EH,1,0,-6.138873,56.420109,S00094594,SCO_RGN,S34003471,PA686
SCO,PA686EJ,1,0,-6.131117,56.44115,S00094594,SCO_RGN,S34003471,PA686
SCO,PA686EL,1,0,-6.157974,56.442402,S00094594,SCO_RGN,S34003471,PA686
SCO,PA696ER,1,0,-6.06007,56.381692,S00094594,SCO_RGN,S34003471,PA696
SCO,PA696ES,1,0,-6.077137,56.37774,S00094594,SCO_RGN,S34003471,PA696
SCO,PA696ET,1,0,-6.072307,56.389842,S00094594,SCO_RGN,S34003471,PA696
SCO,PA696EU,1,0,-6.100971,56.369057,S00094594,SCO_RGN,S34003471,PA696
SCO,PA746NH,1,0,-6.229753,56.532966,S00094595,SCO_RGN,S34003425,PA746
SCO,PH424RL,1,0,-6.142749,56.90188,S00119159,SCO_RGN,S34001621,PH424
SCO,PH434RR,1,0,-6.281956,57.013629,S00119159,SCO_RGN,S34001621,PH434
SCO,PH444RS,1,0,-6.503266,57.05682,S00119159,SCO_RGN,S34001621,PH444
